sentence,BookRestaurant,GetWeather,PlayMusic,RateBook
"Book a restaurant that serves meze in Roseville FL with meredith, louisa and corrine.",1,0,0,0
I want to book the best manadonese restaurant for six at 21:49 that is distant from my baby's work,1,0,0,0
book a taverna for me and jami,1,0,0,0
I want to find a salami restaurant in Bastian IN,1,0,0,0
Book a reservation for seven people at Fraser Mansion in IL,1,0,0,0
"I need a restaurant booking for 2 people this month at a indian place in Climax Springs, New Mexico.",1,0,0,0
Please book a room in The River Café restaurant  to accommodate eight members in Andorra,1,0,0,0
I want seating for five near the pool at the pub,1,0,0,0
Book a reservation for a party of six in the same area  as Metropolitan Borough of Bethnal Green,1,0,0,0
Book me a reservation for an outdoor restaurant,1,0,0,0
book me a top-rated pub,1,0,0,0
melba and I want to dine in Barbados next Jun.,1,0,0,0
I need to book a restaurant for eight nearby Limerick one year from now that serves jerky,1,0,0,0
I need a table for six near the Russia bistro that has wifi,1,0,0,0
"at two am, I need reservations for my friends and I at Irma Hotel.",1,0,0,0
I need to reserve a seat for one in SD at a brasserie restaurant.,1,0,0,0
Book COVA in Frisco City for me and therese at eight pm,1,0,0,0
"I want to find a highly rated delicatessen in Childersburg, DE for one next February",1,0,0,0
Book a reservation for my great grandfather and I at a macaroni pub in CT,1,0,0,0
"Can I get a restaurant reserved in Luquillo, District Of Columbia?",1,0,0,0
i need a table at a close by restaurnt in Hackney for ten,1,0,0,0
Book a table for three at a middle eastern gastropub,1,0,0,0
I'd like to eat at The Firehouse Restaurant,1,0,0,0
I'd like to eat at a popular diner,1,0,0,0
Make me a reservation for july the tenth at The Nosh Bar for a party of two,1,0,0,0
I need to book a restaurant that has wifi far from TX for me and my parents,1,0,0,0
Book a restaurant in San Juan Capistrano for 6 people at ten am,1,0,0,0
need to book a table in Ludden,1,0,0,0
Book reservation at a restaurant in Rocky Fork for 2 people,1,0,0,0
I would like a cafeteria at 10:41:51 am for seven,1,0,0,0
book a restaurant in Lake Fenton for four,1,0,0,0
book a spot for 3 at a bar in Antarctica,1,0,0,0
I'd like to eat at a highly rated pub with 6 people,1,0,0,0
What is the best restaurant in Kentucky for ten at 0 am,1,0,0,0
book for 10 in a restaurant,1,0,0,0
I want a table for eight at GU,1,0,0,0
Book a brasserie type restaurant that serves pizzas in AMerican Samoa,1,0,0,0
"I'm craving mac and cheese. Book a table at a Portland Mills, KS restaurant. I need it for one second from now",1,0,0,0
Book a table for 2 at a nearby restaurant.,1,0,0,0
"I need a reservation for claudine, kelsey and shelley at a restaurant in Palestine.",1,0,0,0
Need to book a restaurnt for a party of nine on Thomas Jefferson's Birthday,1,0,0,0
"this winter, meredith, betty and erika want to food at a gastropub that is in the same area as fran's location.",1,0,0,0
Book a reservation for my parents and I at Red Crown Tourist Court in Slovakia,1,0,0,0
I want to book a spot at the local food court,1,0,0,0
Locate a cafeteria for two that serves deviled crab,1,0,0,0
Book a food court in Raytown Arizona that serves green bean casserole on july 20th.,1,0,0,0
Book me seats for 6 at a restaurant in WV in one second,1,0,0,0
"Please book me a table for 6 people at Top of the Mark in Raleigh Hills, Kentucky",1,0,0,0
Book me a pub nine weeks from now for 4 people.,1,0,0,0
book a restaurant in Macedonia for 13 hours from now,1,0,0,0
Book a restaurant with internet in NY for four people.,1,0,0,0
"book a spot for wilma, gay and I At The Gowanus Yacht Club in Montenegro",1,0,0,0
"therese, clara and I want to go to the Tennessee Ridge",1,0,0,0
"book a gastropub that serves pansette in Skaneateles, Pennsylvania",1,0,0,0
Book me a table at The Goof for a party of eight in the state of NV,1,0,0,0
Book me a restaurant in Henlopen Acres for a party of two.,1,0,0,0
book a table in the United States for 10 at The Berghoff,1,0,0,0
Book a restaurant at Tennessee,1,0,0,0
I would like to book a donut serving delicatessen in Cuba for 5 on april eleventh,1,0,0,0
Book a restaurant in Palestine for 8 people at 9 AM,1,0,0,0
"Book a table at the Eighth Step Coffee House that isn't too far from Vineyard Haven for candace phillips, debbie and sondra",1,0,0,0
reserve a table at Bear Hotel around Finsbury Park,1,0,0,0
book australian food in Armour for 7 pm for four at a pub best rated in UT,1,0,0,0
Get me a table for 2 people 1 second from now in Tunisia.,1,0,0,0
"I need to book a table at Bridge Round House in South Dakota for me, emily and gena",1,0,0,0
book a brasserie for 3,1,0,0,0
I'd like to go to a cuban restaurant in Horatio and get a table for 1,1,0,0,0
Book a restaurant for 9 people.,1,0,0,0
Reserve me a table for 10 at a MT cafe for breakfast.,1,0,0,0
"Make a reservation in a popular sicilian bar place nearby, for me only, tomorrow",1,0,0,0
Book a restaurant for a party of 7 in Paraguay on Saturday,1,0,0,0
I need to book a table at a nearby restaurant,1,0,0,0
I want to make a reservation at the Conflict Kitchen for one,1,0,0,0
"Book a table at Central Grocery on Mar. 22nd, 2020",1,0,0,0
I'd like to book a place to eat in NY.,1,0,0,0
Book a restaurant with pool facility at East Gillespie,1,0,0,0
"Book a reservation for 7 people at The French Laundry on june the 8th, 2029",1,0,0,0
Book a brasserie in the Falkland Islands for this week.,1,0,0,0
Can you get me seating for 5 at a highly rated restaurant in Wisconsin,1,0,0,0
my sons and I want to dine at The Water Club in Georgia,1,0,0,0
Book me a popular restaurant reservation at a brazilian delicatessen,1,0,0,0
book a spot at a restaurant with trattoria in Otho DE,1,0,0,0
I need a reservation for two at a diner in Venezuela,1,0,0,0
Book a restaurant far from Kokomo this fall.,1,0,0,0
"I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.",1,0,0,0
Book me a table for me and my nephew near my location at an indoor pub,1,0,0,0
I want to book a table for me and josefa at Jacob Wirth Restaurant in Branford.,1,0,0,0
I need a reservation for nine at 03:44 am in WI,1,0,0,0
Book Nuts on Clark in Irvington for 8 people in one hour.,1,0,0,0
food truck in Panama for five,1,0,0,0
"book me a restaurant that serves hot chicken in Dutch Mills, North Dakota for 10 people for 3 am",1,0,0,0
Make a reservation for eunice thompson and elisa martin in the Virgin Islands in one minute.,1,0,0,0
book a spot for ten in MS,1,0,0,0
"Book a brasserie restaurant in Enfield, North Dakota for rosie and I that has tarte tatin",1,0,0,0
book for two in Jordan that is close,1,0,0,0
I need a table for 3 in AK.,1,0,0,0
I need a reservation for 6 at Cherwell Boathouse.,1,0,0,0
book a spot at a soul food food truck in Cawker City,1,0,0,0
book a spot for 9 in New Mexico,1,0,0,0
Book me a table for 4 in a restaurant in United Kingdom.,1,0,0,0
book a gluten free restaurant in Arp,1,0,0,0
book a spot for one at a bar in Seabrook,1,0,0,0
I need a table in TN that's not to far for a party of ten,1,0,0,0
I want to eat ice cream at a brasserie with me and my mother in law,1,0,0,0
in twenty three hours and 1 second my daughter and I want to eat at a restaurant,1,0,0,0
I need seats for 6 at CHAR No.4 in Georgia,1,0,0,0
Please book me a table for 1 person at a brasserie.,1,0,0,0
book a restaurant for cupcakes for ten,1,0,0,0
I need a table right now for four in ME,1,0,0,0
I would like to eat fast food and have a party of two in Kentucky.,1,0,0,0
book a tea house for 6 members with soul food,1,0,0,0
Book a table for one at the Bear Hotel in Peru,1,0,0,0
book a spot for six on October fifth in Mineola,1,0,0,0
"book a table for jasmine, jeannie and leta",1,0,0,0
I need a reservation for Orthodox Good Friday,1,0,0,0
Book a food truck in Argusville that has fish chips,1,0,0,0
"book a pub in Santa Claus, New Jersey for the First Day Of Sukkot",1,0,0,0
Book me a bar that's highly rated for georgia and I in Burkina,1,0,0,0
book a restaurant for one in Skillman,1,0,0,0
Book a restaurant for 1 in nine weeks,1,0,0,0
book a spot for six at a restaurant in NJ,1,0,0,0
book a restaurant for 6,1,0,0,0
book a brasserie for seven in West Yellowstone,1,0,0,0
I need to get a restaurant reserved in SD.,1,0,0,0
Book a restaurant in Darnell.,1,0,0,0
book a restaurant in Anguilla for one at National Coney Island,1,0,0,0
my step aunt and I want to go cheese fries at the tavern,1,0,0,0
Please book a Uncommon Grounds Coffeehouse restaurant,1,0,0,0
Book a reservation for irene and rosella at The Room in the Elephant in Israel,1,0,0,0
"Book PM Park, Clear Lake, Iowa at 5 am for 6 people.",1,0,0,0
Can you get me a reservation at WWE The World around Av U,1,0,0,0
Make me a reservation in Crugers at Marlton Circle for a party of eight,1,0,0,0
Book a bar that serves ribs for 5 people.,1,0,0,0
I need a restaurant in Indonesia for 7,1,0,0,0
Table for 8 at a popular food court,1,0,0,0
"Book The Crown at Whitebrook in the Solomon Islands for Dec. the twenty-third, 2029.",1,0,0,0
I want to eat at a bar in Saudi Arabia that serves cannelloni.,1,0,0,0
book an osteria in North Salt Lake for three,1,0,0,0
Make reservations at a restaurant in Adrian that serves cheese steak,1,0,0,0
Book a table for six in a Togo restaurant,1,0,0,0
Book a table for 04:45 pm at a restaurant in Washington.,1,0,0,0
book a restaurant this year in Manning,1,0,0,0
"I need seats for six at a pub on January 15th, 2030",1,0,0,0
Book a table for 8 at a pub in North Carolina,1,0,0,0
book a table for eight in Graf far away,1,0,0,0
Find a table for 7 at a joint in OK that's far from here,1,0,0,0
book a spot for 1 at a south american restaurant,1,0,0,0
Book a pub with a pool in White Heath South Carolina.,1,0,0,0
Please get me a reservation at a restaurant with a pool for manuela and yvonne,1,0,0,0
Book a reservation for a restaurant in Wadsworth with parking,1,0,0,0
make me a reservation at The Restaurant at Meadowood for a party of 7 in Armenia,1,0,0,0
Book a reservation for 1 on march 17,1,0,0,0
"book a bakery for lebanese on january 11th, 2032",1,0,0,0
Book a top-rated restaurant in Milton-Freewater.,1,0,0,0
"I need a table in Ottoville on Feb. 15th, 2029 at Gus Stevens Seafood Restaurant & Buccaneer Lounge",1,0,0,0
I want to book a restaurant for four around Zapata,1,0,0,0
Book a restaurant 2 months from now for seven people in New Caledonia.,1,0,0,0
Find a reservation at Fish Express,1,0,0,0
Find a table at a pizzeria in New Hampshire that has parking,1,0,0,0
book a table at a restaurant in Saudi Arabia that serves presskopf,1,0,0,0
I'd like to reserve a spot at a bakery in Guyana in feb.,1,0,0,0
I need to book a restaurant with a smoking room in AL,1,0,0,0
Book a table in OH the city of Bock for party of ten for tonight,1,0,0,0
I want to book a seafood bakery in Le Roy,1,0,0,0
"book Helianthushof in Hurffville, NJ",1,0,0,0
Can I get a table for 3 in GU at a restaurant in the neighboring area that serves chicken french?,1,0,0,0
book a spot for 10 at Shopsins in Denmark on St. Patrick's Day,1,0,0,0
"I'd like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",1,0,0,0
I need seating at Floating restaurant in Tennessee for a group of 9,1,0,0,0
book City Tavern in Poland,1,0,0,0
In eight years and a half from now I'd like a reservation at a top-rated bar,1,0,0,0
book me a restaurant in Ware Shoals that serves russian tea cake,1,0,0,0
I need to book a table at a tavern that serve gnocchi for nine in Owenyo,1,0,0,0
Book a table for 8 at a restaurant that serves far breton.,1,0,0,0
I need a reservation for 02:53 at Hotel Arctic in State Road,1,0,0,0
I'd like a table for six in nine weeks at a restaurant in Tokelau,1,0,0,0
book for 8 AM in Massachusetts for 1,1,0,0,0
Can you get me a table at a chicken and waffles joint in New Mexico,1,0,0,0
Book restaurnt at N9NE Group in Loogootee UT,1,0,0,0
"I want to take christy, louise and alexandra to eat at 17:38:04 anywhere in NE",1,0,0,0
Book reservations at a restaurant that serves puglia for jan. 24th,1,0,0,0
Book a bar in Holtville ND for 7 people.,1,0,0,0
I need a table in the state of LA for katina and josefina gray,1,0,0,0
book a restaurant in MS that can seat ten at 01:51:47 pm,1,0,0,0
at ten AM I want to reserve a spot for 9 people to eat in Monaco.,1,0,0,0
book a spot for vicki and I at a restaurant in Puerto Rico,1,0,0,0
Book a breakfast in a restaurant for eight.,1,0,0,0
I need to book a pub for 8 that has wifi,1,0,0,0
book Bullfeathers,1,0,0,0
Can you place a reservation for me at Ariston Cafe,1,0,0,0
Book me a table at The Fat Duck in Ireland,1,0,0,0
Need a table at The Goof in Croatia for a party of three,1,0,0,0
I have eight that would like to eat cretan in a cafeteria and need reservations.,1,0,0,0
I'd like a table at a restaurant in KS in 5 hours from now,1,0,0,0
Make me a reservation in NH for a party of two at a restaurant close by,1,0,0,0
book a spot at a pub with tatar in Cambodia,1,0,0,0
Find a table for five at Harveys in De Berry ID on April the 10th,1,0,0,0
Book a pub that serves fries for 9 people.,1,0,0,0
I want to find a restaurant to eat at in Westernport.,1,0,0,0
book a caucasian serving steakhouse for 4 in Saint Pierre and Miquelon,1,0,0,0
Book a restaurant in Belgium for ten in 24 weeks.,1,0,0,0
book a gibassier serving tavern in Vermont for nine,1,0,0,0
I need a table at Surf Taco in East Uniontown,1,0,0,0
Book a hawaiian diner in South Carolina not far away in 1 second from now.,1,0,0,0
I want to book a cafe for 3 in Fargo,1,0,0,0
I'm looking for a local cafeteria that has wifi accesss for a party of 4,1,0,0,0
book a restaurant for 4 of us,1,0,0,0
table at Nankin Cafe fr one,1,0,0,0
Book a restaurant in West Hattiesburg for 0 o'clock.,1,0,0,0
book a spot for 2 at a restaurant in PW,1,0,0,0
Book the Bobcat Bite in the Isle of Man for 6 people.,1,0,0,0
"Get me a table at Prospect of Whitby in Blaine Hill, ID",1,0,0,0
party for 2 in Cleveland,1,0,0,0
book a stuffed peppers serving bakery for 9 at Woodsfield VI,1,0,0,0
"Book a table for lois, effie price and I for next Summer in Italy.",1,0,0,0
I need to reserve a table for my baby and I at a tibetan tavern,1,0,0,0
